UTC time,Satellites,Speed (km/h),Heading (Degrees),Latitude,Longitude,BrakeTrigger,Dgps,Wav file,Dual Antenna Status,Height (m),Vertical velocity (km/h),Avi sync time (s),Avi file index,Elapsed time (s),Distance (m),Lateral acceleration (g),Longitudinal acceleration (g),Relative height (m),Gradient (%),Radius of turn (m),sampleperiod (s),ComboAcc (g),Air Fuel Ratio ((null)),Battery Voltage (V),Brake Position (%),Brake Pressure (bar),Clutch Position (%),Coolant Temperature (°C),Engine Speed (rpm),Exhaust Temperature (°C),Fuel Level (%),Gear ((null)),Head Temperature (°C),Indicated Lateral Acceleration (g),Indicated Longitudinal Acceleration (g),Indicated Vehicle Speed (km/h),Oil Pressure (bar),Oil Temperature (°C),Steering Angle (Degrees),Throttle Position (%),Water Temp (Calc) (F),Oil Temp (Calc) (F),Oil Press (Calc) (psi),Water Press (Calc) (psi),Brake Press (Calc) ((null))
195415.200,12,16.63,48.9,38°9.608862 N,122°27.262812 W,0,1,0,0,13.65,-0.14,11066.000,1,0.000,0.00,0.00,0.00,0.00,0,0.00,0.100,0.15,500,13.1999998092651,0,0.159999996423721,255,78.70,2433,-50.00,34,255,0.40,-0.15,-0.16,15.50,3.98000001907349,83.00,133.0,23,173.660003662109,181.399993896484,57.73,5.80,2.32060790061951
195415.300,12,17.02,47.8,38°9.609042 N,122°27.262572 W,0,1,0,0,13.65,-0.14,11166.000,1,0.100,0.47,0.10,0.11,0.00,-0.846212610918493,0.00,0.100,0.15,500,13.1999998092651,0,0.150000005960464,255,78.70,2480,-50.00,34,255,0.50,-0.15,-0.16,16.20,4.05000019073486,83.00,132.0,23,173.660003662109,181.399993896484,58.74,7.25,2.17557001113892
195415.400,12,17.18,46.1,38°9.609234 N,122°27.262344 W,0,1,0,0,13.61,-0.18,11266.000,1,0.200,0.94,0.14,0.05,-0.01,-1.04779090750335,0.00,0.100,0.13,500,13.1999998092651,0,0.140000000596046,255,78.70,2480,-50.00,34,255,0.50,-0.11,-0.20,16.70,4.1399998664856,83.00,132.0,23,173.660003662109,181.399993896484,60.05,7.25,2.03053188323975
195415.500,12,17.50,44.9,38°9.609426 N,122°27.262116 W,0,1,0,0,13.58,-0.18,11366.000,1,0.300,1.42,0.11,0.09,-0.01,-1.02839513226304,0.00,0.100,0.14,500,13.1999998092651,0,0.170000001788139,255,78.70,2533,-50.00,34,255,0.50,-0.11,-0.20,16.60,4.3600001335144,83.00,127.0,22,173.660003662109,181.399993896484,63.24,7.25,2.46564602851868
195415.600,12,17.98,43.3,38°9.609636 N,122°27.261894 W,0,1,0,0,13.55,-0.22,11466.000,1,0.400,1.92,0.14,0.13,-0.02,-1.20166898470097,22.04,0.100,0.16,500,13.1999998092651,0,0.159999996423721,255,78.70,2641,-50.00,34,255,0.50,-0.11,-0.20,17.00,4.46999979019165,83.00,118.0,22,173.660003662109,181.399993896484,64.83,7.25,2.32060790061951
195415.700,12,18.16,41.3,38°9.609858 N,122°27.261678 W,0,1,0,0,13.50,-0.22,11566.000,1,0.500,2.42,0.18,0.05,-0.02,-1.18929633300297,20.28,0.100,0.15,500,13.3000001907349,0,0.170000001788139,255,78.70,2698,-50.00,34,255,0.50,-0.09,-0.24,17.50,4.5,83.00,102.0,21,173.660003662109,181.399993896484,65.27,7.25,2.46564602851868
195415.800,12,18.28,40.1,38°9.610074 N,122°27.261456 W,0,1,0,0,13.46,-0.25,11666.000,1,0.600,2.92,0.11,0.03,-0.03,-1.37848038947541,20.32,0.100,0.14,500,13.3000001907349,0,0.129999995231628,255,78.70,2756,-50.00,34,255,0.50,-0.09,-0.24,17.70,4.40000009536743,83.00,102.0,21,173.660003662109,181.399993896484,63.82,7.25,1.88549399375916
195415.900,12,18.53,39.2,38°9.610296 N,122°27.261240 W,0,1,0,0,13.41,-0.29,11766.000,1,0.700,3.44,0.08,0.07,-0.04,-1.55432025473582,21.26,0.100,0.13,500,13.3000001907349,0,0.230000004172325,255,78.70,2756,-50.00,34,255,0.50,-0.09,-0.24,18.00,4.46999979019165,83.00,92.0,21,173.660003662109,181.399993896484,64.83,7.25,3.33587408065796
195416.000,12,18.74,37.8,38°9.610524 N,122°27.261030 W,0,1,0,0,13.34,-0.36,11866.000,1,0.800,3.95,0.13,0.06,-0.04,-1.92122958693564,20.86,0.100,0.13,500,13.3000001907349,0,0.119999997317791,255,78.70,2826,-50.00,34,255,0.50,-0.09,-0.24,18.40,4.51000022888184,83.00,77.0,18,173.660003662109,181.399993896484,65.41,7.25,1.74045598506927
195416.100,12,18.86,36.2,38°9.610764 N,122°27.260826 W,0,1,0,0,13.27,-0.40,11966.000,1,0.900,4.48,0.15,0.03,-0.05,-2.10001590921143,21.13,0.100,0.13,500,13.3000001907349,0,0.170000001788139,255,78.70,2875,-50.00,34,255,0.50,-0.04,-0.20,19.00,4.44000005722046,83.00,41.0,18,173.660003662109,181.399993896484,64.40,7.25,2.46564602851868
195416.200,12,19.35,36.4,38°9.610998 N,122°27.260604 W,0,1,0,0,13.24,-0.36,12066.000,1,1.000,5.01,-0.02,0.14,-0.06,-1.86084978806989,25.53,0.100,0.13,500,13.3000001907349,0,0.0399999991059303,255,78.70,2875,-50.00,34,255,0.50,-0.04,-0.20,19.10,4.46000003814697,83.00,41.0,18,173.660003662109,181.399993896484,64.69,7.25,0.580151975154877
195416.300,12,19.39,35.0,38°9.611250 N,122°27.260394 W,0,1,0,0,13.26,-0.32,12166.000,1,1.100,5.54,0.13,0.01,-0.07,-1.67070592481823,26.18,0.100,0.12,500,13.3000001907349,0,0.259999990463257,255,78.70,2886,-50.00,34,255,0.50,-0.04,-0.20,19.90,4.46999979019165,83.00,31.0,15,173.660003662109,181.399993896484,64.83,7.25,3.77098798751831
195416.400,12,17.83,35.7,38°9.611442 N,122°27.260202 W,0,1,0,0,13.15,-0.43,12266.000,1,1.200,6.06,-0.06,-0.44,-0.08,-2.42329051438829,35.89,0.100,0.21,500,13.3000001907349,0,0.0500000007450581,255,78.70,2946,-50.00,34,255,0.50,-0.04,-0.20,20.10,4.53000020980835,83.00,16.0,15,173.660003662109,181.399993896484,65.70,7.25,0.725189983844757
195416.500,12,17.53,37.6,38°9.611628 N,122°27.259992 W,0,1,0,0,13.04,-0.50,12366.000,1,1.300,6.55,-0.16,-0.08,-0.09,-2.87539936102236,78.11,0.100,0.14,500,13.3000001907349,0,0.219999998807907,255,78.70,2946,-50.00,34,255,0.50,-0.04,-0.20,19.90,4.36999988555908,83.00,16.0,15,173.660003662109,181.399993896484,63.38,7.25,3.19083595275879
195416.600,12,18.39,36.9,38°9.611868 N,122°27.259794 W,0,1,0,0,12.95,-0.61,12466.000,1,1.400,7.05,0.06,0.24,-0.10,-3.32753371030883,87.53,0.100,0.06,500,13.3000001907349,0,0.159999996423721,255,78.70,2955,-50.00,34,255,0.50,-0.14,-0.19,20.50,4.53000020980835,83.00,11.0,15,173.660003662109,181.399993896484,65.70,7.25,2.32060790061951
195416.700,12,18.74,35.9,38°9.612108 N,122°27.259578 W,0,1,0,0,12.93,-0.61,12566.000,1,1.500,7.57,0.09,0.10,-0.12,-3.26609029779059,109.47,0.100,0.09,500,13.3000001907349,0,0.0799999982118607,255,78.70,2986,-50.00,34,255,0.50,-0.14,-0.19,20.40,4.51000022888184,83.00,1.0,15,173.660003662109,181.399993896484,65.41,7.25,1.16030395030975
195416.800,12,18.47,35.3,38°9.612336 N,122°27.259380 W,0,1,0,0,12.85,-0.72,12666.000,1,1.600,8.08,0.06,-0.08,-0.13,-3.89863547758285,222.67,0.100,0.05,500,13.3000001907349,0,0.189999997615814,255,78.70,3032,-50.00,34,255,0.50,-0.14,-0.19,20.50,4.53000020980835,83.00,1.0,15,173.660003662109,181.399993896484,65.70,7.25,2.75572204589844
195416.900,12,20.11,35.0,38°9.612600 N,122°27.259146 W,0,1,0,0,12.83,-0.68,12766.000,1,1.700,8.62,0.03,0.46,-0.15,-3.40196956132498,158.19,0.100,0.24,500,13.3000001907349,0,0.189999997615814,255,78.70,3032,-50.00,34,255,0.50,0.01,-0.26,20.50,4.48999977111816,83.00,-1024.0,15,173.660003662109,181.399993896484,65.12,7.25,2.75572204589844
195417.000,12,20.47,33.8,38°9.612876 N,122°27.258930 W,0,1,0,0,12.80,-0.72,12866.000,1,1.800,9.18,0.12,0.10,-0.17,-3.51734245236932,189.73,0.100,0.18,500,13.3000001907349,0,0.170000001788139,255,78.70,3040,-50.00,34,255,0.50,0.01,-0.26,20.90,4.57999992370605,83.00,-1024.0,14,173.660003662109,181.399993896484,66.43,7.25,2.46564602851868
195417.100,12,21.13,32.8,38°9.613152 N,122°27.258708 W,0,1,0,0,12.81,-0.68,12966.000,1,1.900,9.76,0.11,0.19,-0.18,-3.23679727427598,81.10,0.100,0.19,500,13.3000001907349,0,0.119999997317791,255,78.70,3081,-50.00,34,255,0.60,0.01,-0.26,20.90,4.5,83.00,-1024.0,15,173.660003662109,181.399993896484,65.27,8.70,1.74045598506927
195417.200,12,21.40,32.5,38°9.613428 N,122°27.258474 W,0,1,0,0,12.84,-0.65,13066.000,1,2.000,10.35,0.04,0.08,-0.20,-3.02832040377605,46.71,0.100,0.14,500,13.3000001907349,0,0.170000001788139,255,78.70,3081,-50.00,34,255,0.50,0.01,-0.26,20.60,4.5,83.00,-1024.0,14,173.660003662109,181.399993896484,65.27,7.25,2.46564602851868
195417.300,12,21.51,32.6,38°9.613698 N,122°27.258246 W,0,1,0,0,12.81,-0.65,13166.000,1,2.100,10.95,-0.02,0.03,-0.22,-3.01255230125523,56.49,0.100,0.09,500,13.3000001907349,0,0.150000005960464,255,78.70,3088,-50.00,34,255,0.50,0.07,-0.24,20.90,4.46000003814697,83.00,-1024.0,14,173.660003662109,181.399993896484,64.69,7.25,2.17557001113892
195417.400,12,21.53,32.7,38°9.613974 N,122°27.258018 W,0,1,0,0,12.79,-0.65,13266.000,1,2.200,11.55,-0.01,0.01,-0.24,-3.01003344481605,75.83,0.100,0.05,500,13.3999996185303,0,0.150000005960464,255,78.70,3107,-50.00,34,255,0.60,0.07,-0.24,21.20,4.53000020980835,83.00,-1024.0,15,173.660003662109,181.399993896484,65.70,8.70,2.17557001113892
195417.500,12,20.85,33.7,38°9.614214 N,122°27.257790 W,0,1,0,0,12.74,-0.68,13366.000,1,2.300,12.13,-0.10,-0.19,-0.26,-3.2808902532617,152.40,0.100,0.08,500,13.3999996185303,0,0.189999997615814,255,78.70,3128,-50.00,34,255,0.60,0.07,-0.24,20.40,4.53000020980835,83.00,-1024.0,14,173.660003662109,181.399993896484,65.70,8.70,2.75572204589844
195417.600,12,20.52,34.9,38°9.614460 N,122°27.257550 W,0,1,0,0,12.70,-0.72,13466.000,1,2.400,12.71,-0.12,-0.09,-0.28,-3.50808809198987,1000.00,0.100,0.09,500,13.3999996185303,0,0.230000004172325,255,78.70,3141,-50.00,34,255,0.60,0.07,-0.24,21.10,4.48000001907349,83.00,-1024.0,14,173.660003662109,181.399993896484,64.98,8.70,3.33587408065796
195417.700,12,20.39,35.5,38°9.614706 N,122°27.257322 W,0,1,0,0,12.64,-0.76,13566.000,1,2.500,13.28,-0.06,-0.04,-0.30,-3.70697263901147,139.73,0.100,0.07,500,13.3999996185303,0,0.159999996423721,255,78.70,3141,-50.00,34,255,0.60,-0.01,-0.32,21.10,4.55000019073486,83.00,-1024.0,14,173.660003662109,181.399993896484,65.99,8.70,2.32060790061951
195417.800,12,20.30,36.6,38°9.614940 N,122°27.257076 W,0,1,0,0,12.60,-0.79,13666.000,1,2.600,13.84,-0.11,-0.03,-0.32,-3.90070921985816,60.00,0.100,0.06,500,13.3999996185303,0,0.189999997615814,255,78.70,3172,-50.00,34,255,0.60,-0.01,-0.32,21.10,4.55000019073486,83.00,-1024.0,14,173.660003662109,181.399993896484,65.99,8.70,2.75572204589844
195417.900,12,20.62,37.0,38°9.615186 N,122°27.256830 W,0,1,0,0,12.53,-0.86,13766.000,1,2.700,14.41,-0.04,0.09,-0.34,-4.18929402637704,50.72,0.100,0.05,500,13.3999996185303,0,0.129999995231628,255,78.70,3197,-50.00,34,255,0.60,-0.01,-0.32,20.80,4.51000022888184,83.00,-1024.0,15,173.660003662109,181.399993896484,65.41,8.70,1.88549399375916
195418.000,12,20.82,36.8,38°9.615444 N,122°27.256584 W,0,1,0,0,12.51,-0.86,13866.000,1,2.800,14.99,0.02,0.06,-0.36,-4.15005523800375,56.21,0.100,0.05,500,13.3999996185303,0,0.28999999165535,255,78.70,3197,-50.00,34,255,0.60,-0.01,-0.32,20.80,4.57999992370605,83.00,-1024.0,15,173.660003662109,181.399993896484,66.43,8.70,4.20610189437866
195418.100,12,21.45,37.1,38°9.615702 N,122°27.256326 W,0,1,0,0,12.48,-0.86,13966.000,1,2.900,15.57,-0.04,0.18,-0.38,-4.02815982097067,53.98,0.100,0.11,500,13.3999996185303,0,0.25,255,78.70,3211,-50.00,34,255,0.60,0.09,-0.29,21.70,4.57000017166138,83.00,-1024.0,15,173.660003662109,181.399993896484,66.28,8.70,3.62595009803772
195418.200,12,22.12,37.6,38°9.615978 N,122°27.256062 W,0,1,0,0,12.50,-0.83,14066.000,1,3.000,16.18,-0.04,0.19,-0.40,-3.7440651141759,64.40,0.100,0.15,500,13.3999996185303,0,0.219999998807907,255,78.70,3230,-50.00,34,255,0.60,0.09,-0.29,21.70,4.53000020980835,83.00,-1024.0,15,173.660003662109,181.399993896484,65.70,8.70,3.19083595275879
195418.300,12,22.20,37.4,38°9.616254 N,122°27.255804 W,0,1,0,0,12.53,-0.79,14166.000,1,3.100,16.79,0.02,0.02,-0.43,-3.56788899900892,99.24,0.100,0.09,500,13.3999996185303,0,0.159999996423721,255,78.70,3220,-50.00,34,255,0.60,0.09,-0.29,21.70,4.55000019073486,83.00,-1024.0,15,173.660003662109,181.399993896484,65.99,8.70,2.32060790061951
195418.400,12,22.72,37.6,38°9.616536 N,122°27.255534 W,0,1,0,0,12.54,-0.76,14266.000,1,3.200,17.42,-0.03,0.15,-0.45,-3.32702548079039,116.02,0.100,0.12,500,13.3999996185303,0,0.259999990463257,255,78.70,3258,-50.00,34,255,0.60,0.09,-0.29,22.00,4.53000020980835,83.00,-1024.0,15,173.660003662109,181.399993896484,65.70,8.70,3.77098798751831
195418.500,12,22.45,38.5,38°9.616800 N,122°27.255258 W,0,1,0,0,12.54,-0.76,14366.000,1,3.300,18.04,-0.10,-0.08,-0.47,-3.36748329621381,128.13,0.100,0.04,500,13.3999996185303,0,0.230000004172325,255,78.70,3258,-50.00,34,255,0.60,0.14,-0.26,22.10,4.5,83.00,-1024.0,15,173.660003662109,181.399993896484,65.27,8.70,3.33587408065796
195418.600,12,22.59,39.0,38°9.617064 N,122°27.254988 W,0,1,0,0,12.52,-0.76,14466.000,1,3.400,18.67,-0.06,0.04,-0.49,-3.34720623395023,123.29,0.100,0.05,500,13.3999996185303,0,0.159999996423721,255,78.70,3256,-50.00,34,255,0.60,0.14,-0.26,22.00,4.55000019073486,83.00,-1024.0,15,173.660003662109,181.399993896484,65.99,8.70,2.32060790061951
195418.700,12,22.44,39.6,38°9.617328 N,122°27.254706 W,0,1,0,0,12.54,-0.72,14566.000,1,3.500,19.30,-0.07,-0.04,-0.51,-3.20827020764638,87.33,0.100,0.05,500,13.3999996185303,0,0.25,255,78.70,3275,-50.00,34,255,0.60,0.14,-0.26,22.20,4.59000015258789,83.00,-1024.0,14,173.660003662109,181.399993896484,66.57,8.70,3.62595009803772
195418.800,12,21.81,40.7,38°9.617568 N,122°27.254430 W,0,1,0,0,12.50,-0.72,14666.000,1,3.600,19.91,-0.12,-0.18,-0.53,-3.30093526499175,67.60,0.100,0.11,500,13.3999996185303,0,0.219999998807907,255,78.70,3275,-50.00,34,255,0.60,0.14,-0.26,22.20,4.55000019073486,83.00,-1024.0,15,173.660003662109,181.399993896484,65.99,8.70,3.19083595275879
195418.900,12,21.67,42.4,38°9.617796 N,122°27.254142 W,0,1,0,0,12.45,-0.79,14766.000,1,3.700,20.51,-0.18,-0.04,-0.56,-3.65566582044773,49.66,0.100,0.11,500,13.3999996185303,0,0.170000001788139,255,78.70,3280,-50.00,34,255,0.60,0.09,-0.25,22.30,4.55000019073486,83.00,-1024.0,15,173.660003662109,181.399993896484,65.99,8.70,2.46564602851868
195419.000,12,21.32,42.6,38°9.618036 N,122°27.253872 W,0,1,0,0,12.44,-0.79,14866.000,1,3.800,21.11,-0.02,-0.10,-0.58,-3.715518859073,45.71,0.100,0.11,500,13.3999996185303,0,0.189999997615814,255,78.70,3300,-50.00,34,255,0.60,0.09,-0.25,22.10,4.51000022888184,83.00,-1024.0,17,173.660003662109,181.399993896484,65.41,8.70,2.75572204589844
195419.100,12,21.60,43.9,38°9.618264 N,122°27.253566 W,0,1,0,0,12.39,-0.83,14966.000,1,3.900,21.71,-0.14,0.08,-0.60,-3.83404334135951,38.62,0.100,0.08,500,13.3999996185303,0,0.189999997615814,255,78.70,3315,-50.00,34,255,0.60,0.09,-0.25,22.60,4.57999992370605,83.00,-1024.0,17,173.660003662109,181.399993896484,66.43,8.70,2.75572204589844
195419.200,12,21.81,44.2,38°9.618504 N,122°27.253266 W,0,1,0,0,12.38,-0.83,15066.000,1,4.000,22.31,-0.04,0.06,-0.62,-3.79729419857831,42.64,0.100,0.08,500,13.3999996185303,0,0.259999990463257,255,78.70,3315,-50.00,34,255,0.60,0.09,-0.25,22.70,4.46000003814697,83.00,-1024.0,17,173.660003662109,181.399993896484,64.69,8.70,3.77098798751831
195419.300,12,22.44,44.5,38°9.618750 N,122°27.252954 W,0,1,0,0,12.35,-0.83,15166.000,1,4.100,22.92,-0.02,0.18,-0.64,-3.69066191219077,46.05,0.100,0.12,500,13.3999996185303,0,0.259999990463257,255,78.70,3345,-50.00,34,255,0.60,0.09,-0.25,22.70,4.57000017166138,83.00,-1024.0,17,173.660003662109,181.399993896484,66.28,8.70,3.77098798751831
195419.400,12,22.22,44.5,38°9.618990 N,122°27.252654 W,0,1,0,0,12.35,-0.79,15266.000,1,4.200,23.54,0.00,-0.06,-0.67,-3.56451685494397,50.99,0.100,0.06,500,13.3999996185303,0,0.180000007152557,255,78.70,3345,-50.00,34,255,0.60,0.03,-0.27,22.10,4.57999992370605,83.00,-1024.0,17,173.660003662109,181.399993896484,66.43,8.70,2.61068391799927
195419.500,12,22.75,46.1,38°9.619218 N,122°27.252318 W,0,1,0,0,12.32,-0.83,15366.000,1,4.300,24.17,-0.18,0.15,-0.69,-3.64036051879534,47.73,0.100,0.12,500,13.3999996185303,0,0.189999997615814,255,78.70,3375,-50.00,34,255,0.60,0.03,-0.27,22.30,4.51000022888184,83.00,-1024.0,17,173.660003662109,181.399993896484,65.41,8.70,2.75572204589844
195419.600,12,22.63,46.3,38°9.619458 N,122°27.252000 W,0,1,0,0,12.32,-0.79,15466.000,1,4.400,24.80,-0.03,-0.03,-0.71,-3.50039777247414,64.60,0.100,0.07,500,13.3999996185303,0,0.170000001788139,255,78.70,3391,-50.00,34,255,0.60,0.03,-0.27,21.80,4.57000017166138,83.00,-1024.0,16,173.660003662109,181.399993896484,66.28,8.70,2.46564602851868
195419.700,12,23.20,47.1,38°9.619692 N,122°27.251658 W,0,1,0,0,12.32,-0.79,15566.000,1,4.500,25.44,-0.09,0.16,-0.73,-3.41452899331752,57.21,0.100,0.12,500,13.3999996185303,0,0.219999998807907,255,78.70,3391,-50.00,34,255,0.60,0.07,-0.25,21.90,4.6399998664856,83.00,-1024.0,16,173.660003662109,181.399993896484,67.30,8.70,3.19083595275879
195419.800,12,22.96,48.0,38°9.619926 N,122°27.251322 W,0,1,0,0,12.31,-0.79,15666.000,1,4.600,26.08,-0.10,-0.07,-0.76,-3.44932711989896,62.00,0.100,0.08,500,13.3999996185303,0,0.170000001788139,255,78.70,3402,-50.00,34,255,0.60,0.07,-0.25,22.40,4.57999992370605,83.00,-1024.0,15,173.660003662109,181.399993896484,66.43,8.70,2.46564602851868
195419.900,11,23.19,48.4,38°9.620160 N,122°27.250980 W,0,1,0,0,12.33,-0.76,15766.000,1,4.700,26.72,-0.05,0.06,-0.78,-3.26030705537347,61.64,0.100,0.08,500,13.3999996185303,0,0.170000001788139,255,78.70,3412,-50.00,34,255,0.60,0.07,-0.25,22.70,4.53000020980835,83.00,-1024.0,15,173.660003662109,181.399993896484,65.70,8.70,2.46564602851868
195420.000,11,23.30,48.7,38°9.620394 N,122°27.250644 W,0,1,0,0,12.31,-0.79,15866.000,1,4.800,27.36,-0.04,0.03,-0.80,-3.39928752306966,60.72,0.100,0.07,500,13.3999996185303,0,0.230000004172325,255,78.70,3442,-50.00,34,255,0.60,0.07,-0.25,23.30,4.48000001907349,83.00,-1024.0,13,173.660003662109,181.399993896484,64.98,8.70,3.33587408065796
195420.100,11,23.34,49.4,38°9.620622 N,122°27.250296 W,0,1,0,0,12.31,-0.79,15966.000,1,4.900,28.01,-0.07,0.01,-0.82,-3.39302544769086,53.38,0.100,0.07,500,13.3999996185303,0,0.209999993443489,255,78.70,3428,-50.00,34,255,0.60,0.05,-0.28,23.30,4.61999988555908,83.00,-1024.0,12,173.660003662109,181.399993896484,67.01,8.70,3.0457980632782
195420.200,12,23.38,50.2,38°9.620844 N,122°27.249936 W,0,1,0,0,12.32,-0.76,16066.000,1,5.000,28.66,-0.09,0.01,-0.84,-3.23325635103926,63.10,0.100,0.07,500,13.3999996185303,0,0.239999994635582,255,78.70,3433,-50.00,34,255,0.60,0.05,-0.28,23.20,4.53000020980835,83.00,-1024.0,11,173.660003662109,181.399993896484,65.70,8.70,3.48091197013855
195420.300,12,23.52,51.5,38°9.621060 N,122°27.249570 W,0,1,0,0,12.30,-0.76,16166.000,1,5.100,29.31,-0.16,0.04,-0.86,-3.21442238190399,50.45,0.100,0.09,500,13.3000001907349,0,0.180000007152557,255,78.70,3433,-50.00,34,255,0.60,0.05,-0.28,23.20,4.55999994277954,83.00,-1024.0,11,173.660003662109,181.399993896484,66.14,8.70,2.61068391799927
195420.400,12,23.44,51.3,38°9.621282 N,122°27.249222 W,0,1,0,0,12.30,-0.76,16266.000,1,5.200,29.96,0.02,-0.02,-0.89,-3.22525597269625,61.97,0.100,0.07,500,13.3000001907349,0,0.180000007152557,255,78.70,3408,-50.00,34,255,0.60,0.05,-0.28,23.50,4.65999984741211,83.00,-1024.0,10,173.660003662109,181.399993896484,67.59,8.70,2.61068391799927
195420.500,12,23.24,51.4,38°9.621504 N,122°27.248874 W,0,1,0,0,12.30,-0.76,16366.000,1,5.300,30.61,-0.01,-0.06,-0.91,-3.25273212288099,75.67,0.100,0.06,500,13.3000001907349,0,0.239999994635582,255,78.70,3431,-50.00,34,255,0.60,0.00,-0.35,23.30,4.57999992370605,83.00,-1024.0,10,173.660003662109,181.399993896484,66.43,8.70,3.48091197013855
195420.600,12,23.17,53.4,38°9.621696 N,122°27.248490 W,0,1,0,0,12.33,-0.72,16466.000,1,5.400,31.26,-0.22,-0.02,-0.93,-3.10746655157531,52.31,0.100,0.09,500,13.3000001907349,0,0.25,255,78.70,3355,-50.00,34,255,0.60,0.00,-0.35,23.20,4.48999977111816,83.00,-1024.0,10,173.660003662109,181.399993896484,65.12,8.70,3.62595009803772
195420.700,12,22.93,53.1,38°9.621906 N,122°27.248142 W,0,1,0,0,12.30,-0.72,16566.000,1,5.500,31.90,0.03,-0.07,-0.95,-3.14026517794836,59.14,0.100,0.08,500,13.3000001907349,0,0.230000004172325,255,78.70,3355,-50.00,34,255,0.60,0.00,-0.35,23.20,4.48000001907349,83.00,-1024.0,10,173.660003662109,181.399993896484,64.98,8.70,3.33587408065796
195420.800,12,23.08,53.5,38°9.622110 N,122°27.247770 W,0,1,0,0,12.32,-0.68,16666.000,1,5.600,32.54,-0.05,0.04,-0.97,-2.96321968548282,61.74,0.100,0.06,500,13.3000001907349,0,0.180000007152557,255,78.70,3362,-50.00,34,255,0.60,0.00,-0.35,22.90,4.48999977111816,83.00,-1024.0,10,173.660003662109,181.399993896484,65.12,8.70,2.61068391799927
195420.900,12,22.71,53.8,38°9.622314 N,122°27.247416 W,0,1,0,0,12.34,-0.68,16766.000,1,5.700,33.17,-0.03,-0.11,-0.99,-3.01255230125523,69.65,0.100,0.08,500,13.3000001907349,0,0.159999996423721,255,78.70,3362,-50.00,34,255,0.60,0.01,-0.34,22.90,4.51000022888184,83.00,-1024.0,10,173.660003662109,181.399993896484,65.41,8.70,2.32060790061951
195421.000,12,22.72,53.7,38°9.622518 N,122°27.247068 W,0,1,0,0,12.31,-0.68,16866.000,1,5.800,33.80,0.01,0.00,-1.01,-3.01056338028169,113.71,0.100,0.05,500,13.3000001907349,0,0.209999993443489,255,78.70,3315,-50.00,34,255,0.60,0.01,-0.34,22.60,4.53000020980835,84.00,-1024.0,12,173.660003662109,183.199996948242,65.70,8.70,3.0457980632782
195421.100,12,22.54,53.4,38°9.622722 N,122°27.246720 W,0,1,0,0,12.31,-0.68,16966.000,1,5.900,34.43,0.03,-0.05,-1.03,-3.03460514640639,117.67,0.100,0.05,500,13.3000001907349,0,0.119999997317791,255,78.70,3305,-50.00,34,255,0.60,0.01,-0.34,22.60,4.53999996185303,84.00,-1024.0,12,173.660003662109,183.199996948242,65.85,8.70,1.74045598506927
195421.200,12,22.56,53.7,38°9.622920 N,122°27.246360 W,0,1,0,0,12.34,-0.65,17066.000,1,6.000,35.06,-0.03,0.01,-1.05,-2.87221311112096,107.69,0.100,0.03,500,13.3000001907349,0,0.170000001788139,255,78.70,3295,-50.00,34,255,0.60,0.01,-0.34,22.50,4.48000001907349,84.00,-1024.0,13,173.660003662109,183.199996948242,64.98,8.70,2.46564602851868
195421.300,12,22.38,54.5,38°9.623112 N,122°27.246000 W,0,1,0,0,12.34,-0.65,17166.000,1,6.100,35.68,-0.08,-0.05,-1.07,-2.89570113504335,224.81,0.100,0.05,500,13.3000001907349,0,0.180000007152557,255,78.70,3310,-50.00,34,255,0.60,0.00,-0.29,22.10,4.53000020980835,84.00,-1024.0,13,173.660003662109,183.199996948242,65.70,8.70,2.61068391799927
195421.400,12,22.46,53.9,38°9.623322 N,122°27.245652 W,0,1,0,0,12.34,-0.65,17266.000,1,6.200,36.30,0.06,0.02,-1.08,-2.88461538461538,298.29,0.100,0.02,500,13.3000001907349,0,0.189999997615814,255,78.70,3310,-50.00,34,255,0.60,0.00,-0.29,22.60,4.5,84.00,2.0,13,173.660003662109,183.199996948242,65.27,8.70,2.75572204589844
195421.500,12,22.47,54.0,38°9.623520 N,122°27.245292 W,0,1,0,0,12.37,-0.61,17366.000,1,6.300,36.93,-0.01,0.00,-1.10,-2.72351030216724,589.05,0.100,0.02,500,13.3000001907349,0,0.129999995231628,255,78.70,3320,-50.00,34,255,0.60,0.00,-0.29,22.00,4.44999980926514,84.00,3.0,13,173.660003662109,183.199996948242,64.54,8.70,1.88549399375916
195421.600,12,22.41,54.3,38°9.623718 N,122°27.244938 W,0,1,0,0,12.36,-0.61,17466.000,1,6.400,37.55,-0.03,-0.02,-1.12,-2.73141122913505,564.76,0.100,0.02,500,13.3000001907349,0,0.150000005960464,255,78.70,3280,-50.00,34,255,0.60,0.00,-0.29,22.20,4.57000017166138,84.00,3.0,13,173.660003662109,183.199996948242,66.28,8.70,2.17557001113892
195421.700,12,22.63,54.1,38°9.623916 N,122°27.244584 W,0,1,0,0,12.35,-0.61,17566.000,1,6.500,38.18,0.02,0.06,-1.14,-2.70485282418457,797.70,0.100,0.03,500,13.3000001907349,0,0.180000007152557,255,78.70,3280,-50.00,34,255,0.60,0.00,-0.28,22.20,4.51000022888184,84.00,6.0,13,173.660003662109,183.199996948242,65.41,8.70,2.61068391799927
